,enterprise_id,enterprise_name,enterprise_name_code
1075,MA47XCXW-5,永城市王振军养殖场,"['0309020', '0431500', '0002270', '0101040', '0510320', '0375040', '0802280', '0142120', '0471270']"
1076,MA6J3GTT-7,江口县瓮稿众合家禽养殖专业合作社,"['0311120', '0600000', '0777320', '0807170', '0209270', '0808800', '0806010', '0302320', '0802270', '0802280', '0142120', '0503020', '0321000', '0806010', '0282110', '0342100']"
1077,MA0D78YR-6,河北马胡寨养殖,"['0311200', '0121100', '0771270', '0476200', '0309040', '0802280', '0142120']"
1078,MA46QRA8-4,河南华成禽业,"['0311200', '0402270', '0244010', '0532000', '0802270', '0321000']"
1079,MA46GWR2-2,河南小优鸡家禽养殖,"['0311200', '0402270', '0900000', '0232120', '0774270', '0302320', '0802270', '0802280', '0142120']"
1080,29900442-7,乌鲁木齐华联房地产开发,"['0271270', '0276010', '0409000', '0002240', '0244010', '0184840', '0302270', '0441120', '0002010', '0104400', '0234070']"
1081,MA77QKPW-3,乌鲁木齐富力城房地产开发,"['0271270', '0276010', '0409000', '0002240', '0306060', '0400270', '0431500', '0302270', '0441120', '0002010', '0104400', '0234070']"
1082,MA7769RE-X,乌鲁木齐市恒新佳诚房地产开发,"['0271270', '0276010', '0409000', '0002240', '0002270', '0910160', '0029210', '0242140', '0337500', '0302270', '0441120', '0002010', '0104400', '0234070']"
1083,77605978-X,乌鲁木齐房地产开发（集团）,"['0271270', '0276010', '0409000', '0002240', '0302270', '0441120', '0002010', '0104400', '0234070', '0000000', '0209040', '0602400', '0000000']"
1084,07220760-9,五家渠金科房地产开发,"['0101020', '0302320', '0319040', '0801090', '0249000', '0302270', '0441120', '0002010', '0104400', '0234070']"
1085,07607750-6,伊犁九鼎富通房地产开发,"['0272070', '0225000', '0400170', '0222270', '0306060', '0373020', '0302270', '0441120', '0002010', '0104400', '0234070']"
1086,06884600-2,博乐市汇富房地产开发,"['0430420', '0729040', '0002270', '0311100', '0306060', '0302270', '0441120', '0002010', '0104400', '0234070']"
1087,72917599-9,吐鲁番王府房地产开发,"['0640100', '0276010', '0206090', '0101040', '0002400', '0302270', '0441120', '0002010', '0104400', '0234070']"
1088,56436043-1,新疆中海地产,"['0029210', '0111160', '0500060', '0381570', '0441120', '0002010']"
1089,72694357-7,新疆俊发房地产开发,"['0029210', '0111160', '0232470', '0234070', '0302270', '0441120', '0002010', '0104400', '0234070']"
1090,08538503-3,新疆兆龙诚祥房地产开发,"['0029210', '0111160', '0321130', '0430140', '0337500', '0382510', '0302270', '0441120', '0002010', '0104400', '0234070']"
1091,68648708-6,新疆兆龙迪尚房地产开发,"['0029210', '0111160', '0321130', '0430140', '0353060', '0902270', '0302270', '0441120', '0002010', '0104400', '0234070']"
1092,62521288-X,新疆创天房地产开发,"['0029210', '0111160', '0827000', '0108040', '0302270', '0441120', '0002010', '0104400', '0234070']"
1093,77346614-4,新疆华凌房地产开发,"['0029210', '0111160', '0244010', '0341470', '0302270', '0441120', '0002010', '0104400', '0234070']"
1094,69343564-7,新疆华鼎房地产开发,"['0029210', '0111160', '0244010', '0222270', '0302270', '0441120', '0002010', '0104400', '0234070']"
1095,62555201-6,新疆南湖房地产开发,"['0029210', '0111160', '0402270', '0371200', '0302270', '0441120', '0002010', '0104400', '0234070']"
1096,56887638-X,新疆君豪置业房地产,"['0029210', '0111160', '0176070', '0002320', '0601020', '0321000', '0302270', '0441120', '0002010']"
1097,69784809-4,新疆四运置业,"['0029210', '0111160', '0602120', '0313030', '0601020', '0321000']"
1098,22859757-9,新疆城建（集团）股份,"['0029210', '0111160', '0431500', '0154000', '0000000', '0209040', '0602400', '0000000', '0772470', '0282270']"
1099,MA777KMF-1,新疆宏锦源房地产开发,"['0029210', '0111160', '0307320', '0867270', '0311960', '0302270', '0441120', '0002010', '0104400', '0234070']"
1100,74865099-4,新疆帕尔拉克房地产开发,"['0029210', '0111160', '0462020', '0279020', '0500180', '0402120', '0302270', '0441120', '0002010', '0104400', '0234070']"
1101,55243132-7,新疆广汇信邦房地产开发,"['0029210', '0111160', '0002000', '0311100', '0202610', '0570270', '0302270', '0441120', '0002010', '0104400', '0234070']"
1102,62555473-2,新疆广汇房地产开发,"['0029210', '0111160', '0002000', '0311100', '0302270', '0441120', '0002010', '0104400', '0234070']"
1103,73181018-9,新疆德源房地产开发,"['0029210', '0111160', '0242310', '0311960', '0302270', '0441120', '0002010', '0104400', '0234070']"
1104,58475072-8,新疆恒兴源房地产开发,"['0029210', '0111160', '0910160', '0908010', '0311960', '0302270', '0441120', '0002010', '0104400', '0234070']"
1105,09276838-2,新疆愿景智慧城房地产开发,"['0029210', '0111160', '0712390', '0609060', '0866000', '0553370', '0431500', '0302270', '0441120', '0002010', '0104400', '0234070']"
1106,22858355-6,新疆新铁房地产集团,"['0029210', '0111160', '0029210', '0857800', '0302270', '0441120', '0002010', '0209040', '0602400']"
1107,71890560-X,新疆特变电工房地产开发,"['0029210', '0111160', '0245410', '0004070', '0507160', '0101020', '0302270', '0441120', '0002010', '0104400', '0234070']"
1108,MA77HR1T-6,新疆碧桂园房地产开发,"['0029210', '0111160', '0166020', '0449140', '0602120', '0302270', '0441120', '0002010', '0104400', '0234070']"
1109,73180042-3,新疆胜天房地产开发,"['0029210', '0111160', '0752100', '0108040', '0302270', '0441120', '0002010', '0104400', '0234070']"
1110,11540094-4,中国内蒙古森工集团莫尔道嘎森林工业,"['0500060', '0601030', '0402270', '0442320', '0406000', '0409940', '0101020', '0209040', '0602400', '0448040', '0279020', '0383060', '0610530', '0409940', '0449900', '0101020', '0321000']"
1111,MA0QL47Q-3,乌兰察布市正浩能源开发,"['0271270', '0801010', '0309010', '0402270', '0002270', '0101010', '0341610', '0222120', '0311960', '0104400', '0234070']"
1112,MA0QL28A-3,二连浩特市欧亚边合建设发展,"['0101000', '0343050', '0341610', '0245410', '0002270', '0777820', '0101020', '0343020', '0806010', '0154000', '0377470', '0234070', '0772320']"
1113,MA0QL4MP-0,二连浩特市驿捷开发建设,"['0101000', '0343050', '0341610', '0245410', '0002270', '0771540', '0550810', '0104400', '0234070', '0154000', '0377470']"
1114,62649509-2,克什克腾旗白音敖包林场,"['0402120', '0242000', '0402120', '0792270', '0082810', '0260000', '0006010', '0582400', '0277120', '0449900', '0471270']"
1115,MA0QL23G-0,内蒙古云栖智谷产业发展,"['0402270', '0442320', '0406000', '0107320', '0419640', '0866000', '0806080', '0002010', '0321000', '0234070', '0772320']"
1116,06750470-5,内蒙古交通投资（集团）,"['0402270', '0442320', '0406000', '0004080', '0373020', '0570470', '0378020', '0000000', '0209040', '0602400', '0000000']"
1117,73326451-3,内蒙古公路建设,"['0402270', '0442320', '0406000', '0807320', '0671640', '0154000', '0377470']"
1118,79718130-3,内蒙古国有资本运营,"['0402270', '0442320', '0406000', '0601030', '0402270', '0378020', '0502300', '0313030', '0446060']"
1119,58176897-3,内蒙古国源投资集团,"['0402270', '0442320', '0406000', '0601030', '0311960', '0570470', '0378020', '0209040', '0602400']"
1120,MA0MWGQR-1,内蒙古土地资源收储投资（集团）,"['0402270', '0442320', '0406000', '0401000', '0441120', '0378020', '0311960', '0287400', '0242600', '0570470', '0378020', '0000000', '0209040', '0602400', '0000000']"
1121,79017998-0,内蒙古大板发电,"['0402270', '0442320', '0406000', '0408000', '0429470', '0234070', '0507160']"
1122,70149472-8,内蒙古大雁矿业集团,"['0402270', '0442320', '0406000', '0408000', '0712150', '0106000', '0321000', '0209040', '0602400']"
1123,74793964-9,内蒙古岱海发电,"['0402270', '0442320', '0406000', '0237720', '0381570', '0234070', '0507160']"
1124,MA0NMUG3-6,内蒙古漠海绿洲土地矿产资源投资开发,"['0402270', '0442320', '0406000', '0341840', '0381570', '0271990', '0321000', '0401000', '0441120', '0106000', '0002010', '0378020', '0311960', '0570470', '0378020', '0104400', '0234070']"
1125,32907930-8,内蒙古联宇旅游投资,"['0402270', '0442320', '0406000', '0184840', '0304010', '0082320', '0381470', '0570470', '0378020']"
1126,79360999-0,内蒙古能源发电投资集团,"['0402270', '0442320', '0406000', '0222120', '0311960', '0234070', '0507160', '0570470', '0378020', '0209040', '0602400']"
1127,MA0QMDDH-8,内蒙古能源发电投资集团金山第二热电分,"['0402270', '0442320', '0406000', '0222120', '0311960', '0234070', '0507160', '0570470', '0378020', '0209040', '0602400', '0801090', '0227700', '0882270', '0101000', '0553310', '0507160', '0802270']"
1128,MA0QKN0T-X,内蒙古蒙达铁路,"['0402270', '0442320', '0406000', '0442320', '0343080', '0857800', '0671640']"
1129,67690861-7,内蒙古锡乌铁路,"['0402270', '0442320', '0406000', '0867270', '0271270', '0857800', '0671640']"
1130,MA0Q7DW3-2,内蒙古额尔沁电力,"['0402270', '0442320', '0406000', '0316820', '0279020', '0331000', '0507160', '0400270']"
1131,72016808-X,内蒙古高新控股,"['0402270', '0442320', '0406000', '0002270', '0029210', '0530120', '0772470']"
1132,76447118-7,内蒙古高等级公路建设开发,"['0402270', '0442320', '0406000', '0002270', '0883410', '0271470', '0807320', '0671640', '0154000', '0377470', '0104400', '0234070']"
1133,11440597-0,包头市南海投资（集团）,"['0277120', '0348000', '0002270', '0402270', '0381570', '0570470', '0378020', '0000000', '0209040', '0602400', '0000000']"
1134,76785249-5,包头市城乡发展投资,"['0277120', '0348000', '0002270', '0431500', '0202020', '0234070', '0772320', '0570470', '0378020']"
1135,70124991-7,包头市青山区红房子商城物业管理中心,"['0277120', '0348000', '0002270', '0502270', '0227700', '0717140', '0211120', '0302270', '0174070', '0002270', '0431500', '0275200', '0321000', '0887770', '0161150', '0500060', '0330000']"
1136,32908505-4,包头昆仑泉水务,"['0277120', '0348000', '0607120', '0807120', '0269020', '0129000', '0274270']"
1137,11439255-9,包头钢铁（集团）,"['0277120', '0348000', '0877200', '0857800', '0000000', '0209040', '0602400', '0000000']"
1138,11416149-4,呼和浩特机床附件总厂环民实业,"['0620490', '0269000', '0341610', '0245410', '0479100', '0002940', '0742000', '0252000', '0803360', '0712000', '0111900', '0777470', '0308040', '0321000']"
1139,68651311-7,国华巴彦淖尔（乌拉特中旗）风电,"['0601030', '0244010', '0777170', '0002220', '0311460', '0279020', '0000000', '0271270', '0500180', '0245410', '0500060', '0082810', '0000000', '0772100', '0507160']"
1140,MA5C43FU-8,中瑞营造（广州）工程,"['0500060', '0121270', '0446060', '0343060', '0000000', '0002000', '0320000', '0000000', '0101020', '0269140']"
1141,MA547X8D-5,乳源瑶族自治县鑫诚建设工程,"['0224100', '0311960', '0121720', '0082840', '0260000', '0331600', '0777320', '0801190', '0337500', '0154000', '0377470', '0101020', '0269140']"
1142,MA548T83-8,五华县益胜建筑工程,"['0101020', '0244010', '0777320', '0801020', '0752100', '0154000', '0881170', '0101020', '0269140']"
1143,MA525MM4-8,广东东亿建设,"['0002000', '0409040', '0409040', '0272100', '0154000', '0377470']"
1144,MA5CBGNN-5,广东中天阳光建设,"['0002000', '0409040', '0500060', '0108040', '0762000', '0902120', '0154000', '0377470']"
1145,MA52PMPD-X,广东伟创建设,"['0002000', '0409040', '0252270', '0827000', '0154000', '0377470']"
1146,MA54C60H-0,广东六冠建设,"['0002000', '0409040', '0008000', '0372140', '0154000', '0377470']"
1147,MA51BY4D-1,广东华科大建筑技术开发,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
1148,MA5C4ELN-9,广东国路安建工股份,"['0002000', '0409040', '0601030', '0671640', '0304040', '0154000', '0101020', '0772470', '0282270']"
1149,MA525780-5,广东宏林建设,"['0002000', '0409040', '0307320', '0449900', '0154000', '0377470']"
1150,MA54CNY2-0,广东川粤鑫鼎建筑劳务,"['0002000', '0409040', '0220000', '0260270', '0801190', '0222270', '0154000', '0881170', '0444270', '0274270']"
1151,MA5FAW15-9,广东建诚建筑工程,"['0002000', '0409040', '0154000', '0337500', '0154000', '0881170', '0101020', '0269140']"
1152,MA548UUN-4,广东彤鑫建设,"['0002000', '0409040', '0724220', '0801190', '0154000', '0377470']"
1153,MA525YJ8-4,广东楠通建设工程,"['0002000', '0409040', '0449270', '0373020', '0154000', '0377470', '0101020', '0269140']"
1154,MA51EBE1-0,广东泰禾建设,"['0002000', '0409040', '0509090', '0209040', '0154000', '0377470']"
1155,MA524W2Q-2,广东省淳泰建设工程,"['0002000', '0409040', '0906020', '0301470', '0509090', '0154000', '0377470', '0101020', '0269140']"
1156,MA52KD7B-7,广东省盛源建设,"['0002000', '0409040', '0906020', '0531020', '0311960', '0154000', '0377470']"
1157,MA51ETRD-0,广东睿营建设,"['0002000', '0409040', '0216080', '0446060', '0154000', '0377470']"
1158,MA5C4BMC-7,广州东衡建设工程,"['0002000', '0320000', '0409040', '0212210', '0154000', '0377470', '0101020', '0269140']"
1159,MA5FEHDT-2,星悠驰建筑（深圳）,"['0601050', '0283340', '0741120', '0154000', '0881170', '0000000', '0371940', '0421000', '0000000']"
1160,MA5F971Y-2,春昇建设集团深圳分,"['0506080', '0604400', '0154000', '0377470', '0209040', '0602400', '0371940', '0421000', '0802270']"
1161,MA547Y3A-1,梅州市智航建筑工程,"['0489570', '0320000', '0002270', '0866000', '0204170', '0154000', '0881170', '0101020', '0269140']"
1162,MA542J69-4,梅州市耐迪斯地坪体育建设工程,"['0489570', '0320000', '0002270', '0142000', '0353060', '0428210', '0441120', '0411490', '0252300', '0002270', '0154000', '0377470', '0101020', '0269140']"
1163,MA5F0G4Y-7,深圳华大基因家园建设发展,"['0371940', '0421000', '0244010', '0408000', '0441040', '0608040', '0302320', '0602120', '0154000', '0377470', '0234070', '0772320']"
1164,MA5F95UA-5,深圳和顺建筑工程劳务,"['0371940', '0421000', '0269000', '0210820', '0154000', '0881170', '0101020', '0269140', '0444270', '0274270']"
1165,MA5FA2BN-8,深圳市中广岩土工程,"['0371940', '0421000', '0002270', '0500060', '0002000', '0226020', '0401000', '0101020', '0269140']"
1166,MA5F948M-0,深圳市佳润建筑工程,"['0371940', '0421000', '0002270', '0242140', '0371200', '0154000', '0881170', '0101020', '0269140']"
1167,MA5F9KQ5-X,深圳市建业建设工程,"['0371940', '0421000', '0002270', '0154000', '0321000', '0154000', '0377470', '0101020', '0269140']"
1168,MA525LFX-8,深圳市恩歌源建设集团肇庆分,"['0371940', '0421000', '0002270', '0603300', '0176820', '0311960', '0154000', '0377470', '0209040', '0602400', '0385070', '0002840', '0802270']"
1169,MA5G0U3G-2,深圳市深汕特别合作区兴漠建材,"['0371940', '0421000', '0002270', '0371940', '0321700', '0245410', '0624000', '0806010', '0282110', '0717140', '0908010', '0341840', '0154000', '0449000']"
1170,79286290-0,云南云天化股份天湖分,"['0107320', '0402270', '0107320', '0108040', '0242100', '0772470', '0282270', '0108040', '0371200', '0802270']"
1171,67658902-X,云南鸿泰博化工股份,"['0107320', '0402270', '0371270', '0509090', '0430420', '0242100', '0101020', '0772470', '0282270']"
1172,76627734-5,北京丰民同和国际农业科技发展,"['0121100', '0009060', '0500000', '0777470', '0772200', '0269000', '0601030', '0712910', '0407320', '0321000', '0249000', '0540470', '0234070', '0772320']"
1173,10255672-0,北京富特来复合肥料,"['0121100', '0009060', '0306060', '0245410', '0509000', '0804070', '0806010', '0772170', '0949000']"
1174,80294001-0,北京科蕊复合肥,"['0121100', '0009060', '0249000', '0443330', '0804070', '0806010', '0772170']"
1175,05438046-7,北海宝农农业科技,"['0121100', '0381570', '0301030', '0407320', '0407320', '0321000', '0249000', '0540470']"
1176,75725855-6,原平平康磷化,"['0712960', '0104090', '0104090', '0002990', '0196590', '0242100']"
1177,57409709-1,吉林新力源化工股份,"['0406010', '0449900', '0029210', '0400270', '0311960', '0242100', '0101020', '0772470', '0282270']"
