,left_enterprise_name_code,left_enterprise_id,similarity,right_RequestId,right_RequestNameCode
94,"['0306060', '0817130', '0959270', '0307720', '0271120', '0252000', '0000000', '0607120', '0227700', '0000000']",70405251-1,0.60567486,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
95,"['0277120', '0348000', '0002270', '0502270', '0227700', '0717140', '0211120', '0302270', '0174070', '0002270', '0431500', '0275200', '0321000', '0887770', '0161150', '0500060', '0330000']",70124991-7,0.605399,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
96,"['0211000', '0381570', '0244010', '0104000', '0507160', '0174070', '0029210', '0449000', '0949000']",76161471-X,0.60530907,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
97,"['0500060', '0601030', '0082320', '0212210', '0342100', '0803360', '0342100', '0000000', '0201050', '0002840', '0000000', '0391200', '0411490', '0471820', '0717140', '0244010', '0304010', '0002000', '0471270', '0370010', '0002270', '0076270']",MA60PXWC-6,0.60513926,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
98,"['0211000', '0381570', '0620490', '0424470', '0772470', '0347320', '0435270', '0949000', '0778020', '0602270', '0500060', '0330000', '0000000', '0402270', '0772320', '0806010', '0292800', '0000000']",MA1JBRW8-9,0.6048757,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
99,"['0101010', '0601050', '0201050', '0101020', '0321000', '0000000', '0449040', '0532000', '0000000']",78610165-4,0.6044523,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
100,"['0301030', '0374040', '0601000', '0242100', '0000000', '0371200', '0121100', '0000000']",78447895-X,0.60443616,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
101,"['0252270', '0227700', '0002270', '0500060', '0229000', '0373010', '0507160', '0174070', '0449000', '0949000']",MA4UWRKH-6,0.6042819,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
102,"['0211000', '0381570', '0441120', '0002010', '0000000', '0209040', '0602400', '0000000']",74491443-8,0.6040402,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
103,"['0211000', '0381570', '0909040', '0801010', '0601020', '0321000', '0234070', '0772320']",75759991-6,0.60312194,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
104,"['0500060', '0484400', '0307320', '0321000', '0000000', '0121100', '0009060', '0000000', '0209030', '0201120', '0209040', '0532000']",MA01R1N9-8,0.60216594,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
105,"['0500060', '0278040', '0772200', '0269000', '0000000', '0408000', '0343050', '0000000', '0106020', '0242100']",MA102C5F-7,0.6008421,c,"['0306060', '0401000', '0002990', '0507160', '0174070', '0101020', '0321000', '0234070', '0772320', '0000000', '0607120', '0227700', '0000000']"
106,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']",MA51BY4D-1,1.0,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
107,"['0108040', '0351070', '0104400', '0234070', '0717140', '0100000', '0381170', '0408000', '0808800', '0441040', '0441120', '0104400', '0234070', '0154000', '0377470']",34102866-9,0.6961233,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
108,"['0002000', '0304040', '0801090', '0401000', '0441120', '0104400', '0234070', '0570470', '0378020', '0000000', '0209040', '0602400', '0000000']",MA62B5QM-9,0.6655877,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
109,"['0244010', '0409040', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120', '0244010', '0409040', '0476270', '0002270', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0803360', '0732120']",06595226-4,0.6621151,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
110,"['0311070', '0320000', '0244010', '0446010', '0407320', '0321000', '0249000', '0540470', '0234070', '0772320']",33780319-1,0.64964116,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
111,"['0282940', '0320000', '0002270', '0029210', '0540470', '0439000', '0002010', '0321000', '0104400', '0234070', '0717140', '0002010', '0321000', '0441040', '0801090']",MA20ME16-4,0.6488411,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
112,"['0244010', '0409040', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120', '0244010', '0409040', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0803360', '0732120']",06257249-3,0.64785874,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
113,"['0409170', '0320000', '0404070', '0800000', '0251000', '0275200', '0540470', '0439000']",25394809-4,0.64709574,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
114,"['0108040', '0351070', '0509000', '0509000', '0249000', '0540470', '0431500', '0104400', '0234070']",08659693-2,0.6468522,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
115,"['0244010', '0371200', '0000000', '0211000', '0381570', '0000000', '0302270', '0441120', '0002010', '0104400', '0234070']",69723548-2,0.6437397,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
116,"['0227700', '0409040', '0220000', '0409040', '0154000', '0881170', '0101020', '0269140']",06119077-6,0.6392163,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
117,"['0271270', '0276010', '0409000', '0002240', '0302270', '0441120', '0002010', '0104400', '0234070', '0000000', '0209040', '0602400', '0000000']",77605978-X,0.63312864,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
118,"['0121100', '0009060', '0431500', '0002270', '0104400', '0234070', '0209040', '0602400', '0102270', '0002010', '0244010', '0442120', '0311640', '0002610']",80206089-X,0.6325352,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
119,"['0408000', '0101020', '0249000', '0540470', '0000000', '0211000', '0381570', '0000000']",68223019-5,0.6304208,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
120,"['0244010', '0409040', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120', '0578120', '0520000', '0154000', '0881170', '0377470', '0347000', '0732120']",06254286-8,0.62860775,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
121,"['0244010', '0340270', '0540470', '0439000', '0201050', '0002840', '0802270']",59516677-0,0.6274084,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
122,"['0002000', '0409040', '0154000', '0337500', '0154000', '0881170', '0101020', '0269140']",MA5FAW15-9,0.62643206,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
123,"['0602120', '0220000', '0906020', '0176070', '0449040', '0449900', '0409000', '0104400', '0234070', '0880000', '0242100', '0802270']",MA5AM87D-8,0.6236084,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
124,"['0311200', '0121100', '0906020', '0154000', '0881170', '0249000', '0904070', '0116400', '0304170', '0732120']",40170138-5,0.6230222,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
125,"['0371200', '0121100', '0249000', '0904070', '0540470', '0439000', '0227720', '0220470', '0342100']",17756976-1,0.62154865,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
126,"['0108040', '0351070', '0002270', '0244010', '0772320', '0154000', '0881170', '0877200', '0241610', '0479200']",73547479-2,0.61755204,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
127,"['0002000', '0409040', '0906020', '0201050', '0101020', '0154000', '0881170', '0377470', '0347000', '0732120']",45585853-X,0.616045,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
128,"['0172320', '0242310', '0303040', '0606040', '0227700', '0002140', '0082320', '0381470', '0209040', '0602400', '0409940', '0449900', '0301020', '0800170', '0249000', '0540470', '0104400', '0234070']",MA08NTA4-5,0.6153666,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
129,"['0227700', '0409040', '0220000', '0101020', '0154000', '0184840', '0154000', '0881170', '0444270', '0274270']",78741516-1,0.61353505,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
130,"['0227700', '0409040', '0408000', '0171020', '0601030', '0712910', '0154000', '0881170', '0377470', '0347000']",73577188-5,0.61251605,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
131,"['0104400', '0104090', '0002270', '0409040', '0234070', '0221400', '0321000']",MA4UUX1A-3,0.6118128,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
132,"['0500060', '0249000', '0600150', '0353090', '0000000', '0002000', '0409040', '0000000', '0249000', '0540470']",MA552JPG-3,0.6103667,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
133,"['0343080', '0320000', '0002270', '0373020', '0220000', '0717140', '0244010', '0184840', '0164800', '0321000', '0540470', '0439000', '0401610', '0327000', '0904070', '0409480']",MA10R0GK-2,0.6101415,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
134,"['0211000', '0381570', '0772270', '0154000', '0302270', '0441120', '0002010', '0104400', '0234070']",70333665-1,0.60997415,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
135,"['0371940', '0421000', '0244010', '0408000', '0441040', '0608040', '0302320', '0602120', '0154000', '0377470', '0234070', '0772320']",MA5F0G4Y-7,0.6097946,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
136,"['0122340', '0302320', '0600000', '0509090', '0341610', '0154000', '0449000', '0249000', '0540470']",MA0EQGPH-3,0.6080026,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
137,"['0409040', '0774400', '0106000', '0321000', '0104400', '0234070']",70910626-7,0.60791725,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
138,"['0306060', '0401000', '0475820', '0252000', '0249000', '0540470', '0000000', '0227700', '0409040', '0000000']",79036309-2,0.60722005,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
139,"['0500060', '0249000', '0244010', '0792270', '0000000', '0712470', '0370010', '0000000', '0249000', '0540470']",MA33R8F9-3,0.6069836,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
140,"['0002990', '0430140', '0242100', '0532000', '0000000', '0108040', '0351070', '0000000', '0441270', '0275200', '0222000', '0276040', '0540470', '0439000']",67597842-9,0.6067914,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
141,"['0131400', '0371400', '0002270', '0777820', '0308020', '0106020', '0351600', '0540470', '0439000', '0104400', '0234070']",78199494-0,0.6057505,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
142,"['0409170', '0320000', '0101010', '0104090', '0251000', '0275200', '0540470', '0439000']",72005112-1,0.60525006,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
143,"['0431500', '0600000', '0777320', '0404070', '0202610', '0129000', '0400270', '0104400', '0234070']",56347089-0,0.60452366,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
144,"['0409040', '0442120', '0002270', '0269000', '0002990', '0415400', '0507160', '0174070', '0249000', '0540470']",31520567-6,0.6029886,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
145,"['0002000', '0409040', '0002270', '0429280', '0154000', '0881170', '0377470', '0347000', '0732120']",19146575-8,0.60141367,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
146,"['0002270', '0401270', '0002270', '0431500', '0002270', '0154000', '0377470', '0570470', '0378020', '0104400', '0234070']",72161959-1,0.6012893,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
147,"['0500060', '0443300', '0601030', '0712910', '0209040', '0532000', '0507160', '0671640', '0029210', '0540470', '0439000', '0116400', '0234070', '0000000', '0211000', '0381570', '0000000']",31057582-X,0.60082185,d,"['0002000', '0409040', '0244010', '0249000', '0408000', '0154000', '0881170', '0540470', '0439000', '0104400', '0234070']"
148,"['0302010', '0341470', '0222120', '0401000', '0373020', '0202610', '0377470', '0276040']",72049850-5,1.0,e,"['0302010', '0341470', '0222120', '0401000', '0373020', '0202610', '0377470', '0276040']"
149,"['0302010', '0341470', '0371840', '0806010', '0772200', '0271640', '0373020', '0202610', '0377470', '0276040']",74216645-6,0.81947947,e,"['0302010', '0341470', '0222120', '0401000', '0373020', '0202610', '0377470', '0276040']"
150,"['0302010', '0341470', '0702150', '0532000', '0129000', '0371570', '0242100', '0377470', '0276040', '0222000', '0343060']",30900103-6,0.66519684,e,"['0302010', '0341470', '0222120', '0401000', '0373020', '0202610', '0377470', '0276040']"
151,"['0409040', '0442120', '0371270', '0304010', '0260000', '0147270', '0242100', '0377470', '0276040']",06845791-2,0.611047,e,"['0302010', '0341470', '0222120', '0401000', '0373020', '0202610', '0377470', '0276040']"
152,"['0311120', '0106040', '0278040', '0373020', '0202610', '0263300', '0002010', '0321000']",71658733-7,0.6089873,e,"['0302010', '0341470', '0222120', '0401000', '0373020', '0202610', '0377470', '0276040']"
153,"['0601000', '0673360', '0002270', '0800000', '0343080', '0373020', '0377100', '0377470', '0276040']",72754291-9,0.6008155,e,"['0302010', '0341470', '0222120', '0401000', '0373020', '0202610', '0377470', '0276040']"
154,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']",MA29FRYJ-6,0.9999999,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
155,"['0311120', '0443300', '0500060', '0108040', '0249000', '0540470', '0772470', '0282270']",13867094-7,0.77944946,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
156,"['0321210', '0311120', '0244010', '0276200', '0702270', '0106010', '0249000', '0540470', '0772470', '0282270']",77436460-9,0.7563759,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
157,"['0321210', '0311120', '0002320', '0402070', '0507160', '0174070', '0249000', '0540470', '0772470', '0282270']",72453150-1,0.7242677,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
158,"['0311120', '0443300', '0774400', '0606000', '0251000', '0275200', '0249000', '0540470', '0772470', '0282270']",72221847-4,0.7030699,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
159,"['0448010', '0311960', '0002270', '0029210', '0249000', '0540470', '0209040', '0602400', '0772470', '0282270']",72610614-6,0.6760398,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
160,"['0321210', '0311120', '0102120', '0381570', '0249000', '0540470']",MA281H0U-5,0.67282283,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
161,"['0321210', '0311120', '0106040', '0603300', '0673360', '0670200', '0249000', '0540470']",MA2DCEJP-1,0.6627497,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
162,"['0321210', '0311120', '0801040', '0449120', '0251000', '0275200', '0249000', '0540470']",32824825-3,0.6532007,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
163,"['0602120', '0220000', '0249000', '0282120', '0441270', '0321000', '0772470', '0282270']",20260067-X,0.65272546,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
164,"['0029210', '0111160', '0108040', '0227700', '0950270', '0224100', '0321000', '0249000', '0540470', '0772470', '0282270']",MA77Y68N-7,0.63373333,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
165,"['0311120', '0443300', '0371200', '0311200', '0301270', '0311640', '0321000', '0772470', '0282270']",33898460-9,0.6318581,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
166,"['0107320', '0402270', '0107320', '0570470', '0251000', '0403330', '0111900', '0401120', '0249000', '0540470', '0772470', '0282270']",21815468-6,0.62882435,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
167,"['0381570', '0402270', '0908010', '0311120', '0371160', '0321000', '0249000', '0540470']",MA5T10NX-4,0.6276514,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
168,"['0311120', '0443300', '0340270', '0408010', '0251000', '0275200', '0717180', '0441270', '0540470', '0439000', '0772470', '0282270']",67984727-4,0.6259849,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
169,"['0508020', '0320000', '0211000', '0381570', '0476200', '0002840', '0809040', '0901040', '0251000', '0275200', '0249000', '0540470', '0441270', '0321000', '0772470', '0282270']",MA6DMBQG-6,0.62216276,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
170,"['0121100', '0009060', '0507160', '0530120', '0204070', '0603300', '0104400', '0249000', '0540470']",08049848-5,0.61673886,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
171,"['0121100', '0009060', '0152360', '0304040', '0245410', '0866000', '0222120', '0249000', '0540470', '0772470', '0282270']",56954447-5,0.6131995,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
172,"['0002000', '0409040', '0402270', '0479100', '0301030', '0251000', '0275200', '0249000', '0540470', '0772470', '0282270']",58296164-4,0.6115823,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
173,"['0311120', '0443300', '0808800', '0404070', '0908010', '0269000', '0446000', '0321000', '0249000', '0540470']",05520869-3,0.6114484,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
174,"['0311200', '0121100', '0500060', '0249000', '0108040', '0603300', '0807320', '0606600']",78981468-4,0.6082511,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
175,"['0311120', '0443300', '0121270', '0532000', '0277120', '0347320', '0249000', '0540470']",MA1MQPUF-2,0.6057234,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
176,"['0311120', '0443300', '0309020', '0404070', '0807320', '0606600', '0249000', '0540470']",09415252-2,0.6056098,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
177,"['0500060', '0106000', '0801090', '0321000', '0772470', '0282270']",26717678-5,0.6029693,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
178,"['0806010', '0282110', '0801090', '0002540', '0002270', '0321000', '0877320', '0212210', '0772470', '0282270', '0443300', '0320000', '0802270', '0212210']",56688120-6,0.60087264,f,"['0321210', '0311120', '0801040', '0603300', '0249000', '0540470', '0772470', '0282270']"
179,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']",58186984-6,0.99999994,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
180,"['0002000', '0320000', '0406000', '0002140', '0311640', '0321000']",MA5AR1YU-7,0.77148914,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
181,"['0002000', '0320000', '0902120', '0244010', '0311640', '0321000']",MA5AXRBG-X,0.7444279,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
182,"['0121100', '0009060', '0774400', '0002840', '0269000', '0311640', '0321000']",10180217-6,0.7195284,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
183,"['0002000', '0409040', '0371200', '0908010', '0311640', '0321000']",MA51EPPH-X,0.67159647,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
184,"['0407100', '0108040', '0602120', '0204070', '0311640', '0002610', '0000000', '0002000', '0320000', '0000000']",56021326-6,0.6570695,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
185,"['0774400', '0409040', '0772150', '0002410', '0311640', '0002610']",MA0QFEXF-3,0.63215184,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
186,"['0311200', '0402270', '0260000', '0801090', '0311640', '0321000']",MA456QHW-2,0.6264085,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
187,"['0409040', '0774400', '0106000', '0321000', '0104400', '0234070']",70910626-7,0.62144744,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
188,"['0311120', '0443300', '0502270', '0442140', '0245100', '0774400', '0311640', '0321000', '0772470', '0282270']",MA1W49FP-4,0.62045,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
189,"['0304040', '0282400', '0906020', '0772100', '0762000', '0777320', '0408000', '0670200', '0311640', '0321000']",MA2N6T8K-8,0.6134689,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
190,"['0002000', '0409040', '0906020', '0129000', '0229000', '0507160', '0400270', '0447270', '0321000', '0377470', '0347000', '0116400', '0304170', '0732120']",45585813-4,0.61012906,g,"['0002000', '0320000', '0774400', '0400270', '0311640', '0321000']"
191,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']",MA5AQBWX-0,1.0,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
192,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120']",10150788-X,0.95503277,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
193,"['0121100', '0009060', '0002270', '0101020', '0321000', '0377470', '0347000', '0116400', '0304170', '0732120']",71770271-2,0.7562285,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
194,"['0121100', '0009060', '0507160', '0202610', '0578120', '0520000', '0377470', '0347000', '0732120']",10194006-9,0.75195295,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
195,"['0121100', '0009060', '0602120', '0802270', '0269000', '0570270', '0479100', '0507160', '0101020', '0269140']",59968182-5,0.7308918,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
196,"['0211000', '0381570', '0002270', '0129000', '0229000', '0101020', '0269140', '0377470', '0347000', '0116400', '0304170', '0732120']",42500240-7,0.7277795,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
197,"['0002000', '0320000', '0409040', '0212210', '0154000', '0377470', '0101020', '0269140']",MA5C4BMC-7,0.7156894,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
198,"['0121100', '0009060', '0602120', '0802270', '0772200', '0827000', '0347320', '0287270', '0101020', '0269140']",80173956-9,0.71251345,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
199,"['0500060', '0948940', '0882270', '0101010', '0154000', '0377470', '0209040', '0602400', '0479100', '0507160', '0304040', '0347320', '0101020', '0269140', '0301150', '0121100', '0430140', '0371200', '0802270']",MA2UEB2P-1,0.7058057,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
200,"['0121100', '0009060', '0102120', '0308060', '0801190', '0371270', '0154000', '0377470', '0101020', '0269140']",MA01UBHN-8,0.7051889,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
201,"['0121100', '0009060', '0801040', '0210820', '0307320', '0343080', '0154000', '0377470', '0101020', '0269140']",70035034-3,0.7033727,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
202,"['0500060', '0121270', '0446060', '0343060', '0000000', '0002000', '0320000', '0000000', '0101020', '0269140']",MA5C43FU-8,0.703257,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
203,"['0121100', '0009060', '0500060', '0339040', '0154000', '0377470', '0101020', '0269140']",MA01MFQT-1,0.6946149,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
204,"['0002000', '0409040', '0166020', '0449140', '0602120', '0302270', '0441120', '0002010', '0202610', '0263300', '0376080', '0377200', '0121100', '0009060', '0802270']",08281428-5,0.6938499,h,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
